article_link,sentence,date,author,author_link,tag,views
/news/crypto-markets-are-trading-sideways-bitcoin-holds-3-900-support,"Crypto Markets Are Trading Sideways, Bitcoin Holds $3,900 Support",13/3/19,Helen Partz,/authors/helen-partz,News,9489
/news/ripples-xpring-and-forte-establish-100-mln-fund-to-support-blockchain-in-gaming,Ripple’s Xpring and Forte Establish $100 Mln Fund to Support Blockchain in Gaming,13/3/19,Ana Alexandre,/authors/ana-alexandre,News,5405
/news/binances-official-crypto-wallet-adds-support-for-xrp-and-credit-card-purchases,Binance’s Official Crypto Wallet Adds Support for XRP and Credit Card Purchases,13/3/19,Adrian Zmudzinski,/authors/adrian-zmudzinski,News,8742
/news/bitcoin-ethereum-ripple-litecoin-eos-bitcoin-cash-binance-coin-stellar-tron-bitcoin-sv-price-analysis-march-11,"Bitcoin, Ethereum, Ripple, Litecoin, EOS, Bitcoin Cash, Binance Coin, Stellar, TRON, Bitcoin SV: Price Analysis, March 11",12/3/19,Rakesh Upadhyay,/authors/rakesh-upadhyay,Price Analysis,18601
/news/swiss-stock-exchange-six-to-reportedly-list-xrp-exchange-traded-product,Swiss Stock Exchange SIX to Reportedly List XRP Exchange-Traded Product,11/3/19,Ana Berman,/authors/ana-berman,Local News,6826
/news/bitcoin-enters-sixth-day-of-stability-as-analysts-predict-mixed-mood-in-asian-markets,Bitcoin Enters Sixth Day of Stability as Analysts Predict Mixed Mood in Asian Markets,11/3/19,William Suberg,/authors/william-suberg,News,5515
/news/top-cryptos-see-minor-losses-as-bitcoin-falls-towards-3-900,"Top Cryptos See Minor Losses as Bitcoin Falls Towards $3,900",11/3/19,Adrian Zmudzinski,/authors/adrian-zmudzinski,News,9202
/news/top-cryptos-see-slight-growth-as-bitcoin-approaches-4-000,"Top Cryptos See Slight Growth as Bitcoin Approaches $4,000",10/3/19,Adrian Zmudzinski,/authors/adrian-zmudzinski,News,13453
/news/bitcoin-ethereum-ripple-eos-litecoin-bitcoin-cash-binance-coin-stellar-tron-bitcoin-sv-price-analysis-march-04,"Bitcoin, Ethereum, Ripple, EOS, Litecoin, Bitcoin Cash, Binance Coin, Stellar, TRON, Bitcoin SV: Price Analysis, March 8",9/3/19,Rakesh Upadhyay,/authors/rakesh-upadhyay,Price Analysis,21554
/news/crypto-markets-trade-sideways-oil-demonstrates-slight-losses,"Crypto Markets Trade Sideways, Oil Demonstrates Slight Losses",9/3/19,Ana Alexandre,/authors/ana-alexandre,News,3738
/news/crypto-markets-see-mixed-signals-gold-hovers-near-multi-week-low,"Crypto Markets See Mixed Signals, Gold Hovers Near Multi-Week Low",8/3/19,Ana Alexandre,/authors/ana-alexandre,News,3799
/news/leading-social-investing-platform-etoro-launches-crypto-services-in-31-us-states,Leading Social Investing Platform EToro Launches Crypto Services in 32 US States,8/3/19,Adrian Zmudzinski,/authors/adrian-zmudzinski,News,6038
/news/ripple-ceo-says-jpm-coin-lacks-interoperability-just-use-the-dollar-i-dont-get-it,"Ripple CEO Says JPM Coin Lacks Interoperability: ‘Just Use the Dollar, I Don’t Get It!’",7/3/19,Marie Huillet,/authors/marie-huillet,News,10062
/news/bitcoin-ethereum-ripple-eos-litecoin-bitcoin-cash-binance-coin-stellar-tron-bitcoin-sv-price-analysis-march-6,"Bitcoin, Ethereum, Ripple, EOS, Litecoin, Bitcoin Cash, Binance Coin, Stellar, Tron, Bitcoin SV: Price Analysis, March 6",7/3/19,Rakesh Upadhyay,/authors/rakesh-upadhyay,Price Analysis,15169
/news/crypto-markets-mellow-after-a-surge-of-growth-stock-market-slightly-down,"Crypto Markets Mellow After a Surge of Growth, Stock Market Slightly Down",6/3/19,Adrian Zmudzinski,/authors/adrian-zmudzinski,News,3786
/news/cryptocurrency-exchange-huobi-adds-xrp-support-to-its-otc-trading-platform,Cryptocurrency Exchange Huobi Adds XRP Support to its OTC Trading Platform,6/3/19,Adrian Zmudzinski,/authors/adrian-zmudzinski,News,5367
/news/crypto-markets-recover-5-billion-lost-on-monday-bitcoin-tests-3-900-support,"Crypto Markets Recover $5 Billion Lost on Monday, Bitcoin Tests $3,900 Support",5/3/19,Helen Partz,/authors/helen-partz,News,7019
/news/bitcoin-ethereum-ripple-eos-litecoin-bitcoin-cash-binance-coin-stellar-tron-bitcoin-sv-price-analysis-march-4,"Bitcoin, Ethereum, Ripple, EOS, Litecoin, Bitcoin Cash, Binance Coin, Stellar, Tron, Bitcoin SV: Price Analysis, March 4",5/3/19,Rakesh Upadhyay,/authors/rakesh-upadhyay,Price Analysis,24787
/news/survey-ripple-ranked-one-of-top-employers-in-san-francisco-bay-area,Survey: Ripple Ranked One of Top Employers in San Francisco Bay Area,5/3/19,Ana Alexandre,/authors/ana-alexandre,News,5877
/news/crypto-markets-see-major-losses-while-stocks-rise-as-us-china-talks-expected-to-end,"Crypto Markets See Major Losses, While Stocks Rise as US-China Talks Expected to End",5/3/19,Helen Partz,/authors/helen-partz,News,5161
/news/coinbase-former-provider-sold-user-data-to-third-parties-prompting-neutrino-acquisition,"Coinbase: Former Provider Sold User Data to Third Parties, Prompting Neutrino Acquisition",4/3/19,Marie Huillet,/authors/marie-huillet,News,5379
/news/top-5-crypto-performers-overview-binance-coin-bitcoin-sv-ripple-dash-litecoin,"Top 5 Crypto Performers Overview: Binance Coin, Bitcoin SV, Ripple, Dash, Litecoin",4/3/19,Rakesh Upadhyay,/authors/rakesh-upadhyay,Market Analysis,13821
/news/most-top-cryptos-see-minor-losses-as-bitcoin-hovers-over-3-850,"Most Top Cryptos See Minor Losses as Bitcoin Hovers Over $3,850",4/3/19,Adrian Zmudzinski,/authors/adrian-zmudzinski,News,6428
/news/bitcoin-hovers-over-3-850-as-most-top-cryptos-see-losses,"Bitcoin Hovers Over $3,850 as Most Top Cryptos See Losses",3/3/19,Adrian Zmudzinski,/authors/adrian-zmudzinski,News,9878
/news/securities-lawsuit-against-ripple-to-stay-in-federal-court,Securities Lawsuit Against Ripple to Stay in Federal Court,2/3/19,Ana Alexandre,/authors/ana-alexandre,News,8898
/news/bitcoin-ethereum-ripple-eos-litecoin-bitcoin-cash-stellar-tron-binance-coin-bitcoin-sv-price-analysis-march-1,"Bitcoin, Ethereum, Ripple, EOS, Litecoin, Bitcoin Cash, Stellar, Tron, Binance Coin, Bitcoin SV: Price Analysis, March 1",2/3/19,Rakesh Upadhyay,/authors/rakesh-upadhyay,Price Analysis,16740
/news/ripple-head-of-markets-xrp-token-listing-was-coinbases-independent-decision,Ripple Head of Markets: XRP Token Listing Was ‘Coinbase’s Independent Decision’,1/3/19,William Suberg,/authors/william-suberg,News,12164
/news/crypto-exchange-coinbase-adds-support-for-xrp-on-retail-platform-and-mobile-apps,Crypto Exchange Coinbase Adds Support for XRP on Retail Platform and Mobile Apps,1/3/19,Ana Alexandre,/authors/ana-alexandre,News,8994
/news/after-a-brief-decline-crypto-market-cap-is-stable-around-130-billion-stocks-are-down,"After a Brief Decline, Crypto Market Cap Is Stable Around $130 Billion, Stocks Are Down",1/3/19,Helen Partz,/authors/helen-partz,News,3536
/news/thai-sec-added-3-cryptos-to-list-of-crypto-assets-suitable-for-icos-and-trading,Thai SEC Added 3 Cryptos to List of Crypto Assets Suitable for ICOs and Trading,28/2/19,Adrian Zmudzinski,/authors/adrian-zmudzinski,News,6899
/news/bitcoin-ethereum-ripple-eos-litecoin-bitcoin-cash-stellar-tron-binance-coin-bitcoin-sv-price-analysis-february-27,"Bitcoin, Ethereum, Ripple, EOS, Litecoin, Bitcoin Cash, Stellar, TRON, Binance Coin, Bitcoin SV: Price Analysis, February 27",28/2/19,Rakesh Upadhyay,/authors/rakesh-upadhyay,Price Analysis,23388
/news/bitcoin-approaches-3-900-as-crypto-markets-stabilize-stock-market-slightly-down,"Bitcoin Approaches $3,900 as Crypto Markets Stabilize, Stock Market Slightly Down",28/2/19,Adrian Zmudzinski,/authors/adrian-zmudzinski,News,6463
/news/report-ripple-violates-coinbases-listing-rules,Report: Ripple Violates Coinbase’s Listing Rules,27/2/19,Ana Alexandre,/authors/ana-alexandre,News,20921
/news/crypto-markets-lose-2-billion-after-brief-recovery-attempt-us-stock-market-is-down,"Crypto Markets Lose $2 Billion After Brief Recovery Attempt, US Stock Market Is Down",27/2/19,Helen Partz,/authors/helen-partz,News,8873
/news/nasdaq-begins-listing-brave-new-coins-bitcoin-and-ethereum-price-indices,Nasdaq Begins Listing Brave New Coin’s Bitcoin and Ethereum Price Indices,26/2/19,William Suberg,/authors/william-suberg,News,29709
/news/crypto-markets-recovering-after-yesterdays-dive-palladium-hits-new-record-high,"Crypto Markets Recovering After Yesterday’s Dive, Palladium Hits New Record High",26/2/19,Ana Alexandre,/authors/ana-alexandre,News,14555
/news/bitcoin-ethereum-ripple-eos-litecoin-bitcoin-cash-stellar-tron-binance-coin-cardano-price-analysis-feb-25,"Bitcoin, Ethereum, Ripple, EOS, Litecoin, Bitcoin Cash, Stellar, Tron, Binance Coin, Cardano: Price Analysis, Feb. 25",26/2/19,Rakesh Upadhyay,/authors/rakesh-upadhyay,Price Analysis,17051
/news/coinbase-pro-adds-support-for-xrp,Coinbase Pro Adds Support for XRP,26/2/19,Aaron Wood,/authors/aaron-wood,News,17267
/news/crypto-markets-see-double-digit-crash-asian-markets-soar-as-trump-delays-tariff-hike,"Crypto Markets See Double-Digit Crash, Asian Markets Soar as Trump Delays Tariff Hike",25/2/19,Marie Huillet,/authors/marie-huillet,News,8701
/news/bitcoin-drops-sharply-to-below-3-900-total-market-cap-sheds-15-billion,"Bitcoin Drops Sharply to Below $3,900, Total Market Cap Sheds $15 Billion",25/2/19,Adrian Zmudzinski,/authors/adrian-zmudzinski,News,25948
/news/bitcoin-hovers-under-4-000-as-top-cryptos-see-mixed-movements,"Bitcoin Hovers Under $4,000 as Top Cryptos See Mixed Movements",24/2/19,Adrian Zmudzinski,/authors/adrian-zmudzinski,News,20291
/news/bitcoin-ethereum-ripple-eos-litecoin-bitcoin-cash-stellar-tron-binance-coin-cardano-price-analysis-feb-22,"Bitcoin, Ethereum, Ripple, EOS, Litecoin, Bitcoin Cash, Stellar, Tron, Binance Coin, Cardano: Price Analysis, Feb. 22",23/2/19,Rakesh Upadhyay,/authors/rakesh-upadhyay,Price Analysis,27715
/news/bitcoin-hits-4k-for-the-fourth-time-in-2019-stocks-jump-amid-uschina-trade-talks,"Bitcoin Hits $4K for the Fourth Time in 2019, Stocks Jump Amid US–China Trade Talks",23/2/19,Helen Partz,/authors/helen-partz,News,13790
/news/third-top-exchange-okex-lists-ripple-and-bitcoin-cash-on-customer-to-customer-platform,Third-Top Exchange OKEx Lists Ripple and Bitcoin Cash on Customer-to-Customer Platform,22/2/19,Helen Partz,/authors/helen-partz,News,11175
/news/report-major-european-derivatives-exchange-to-launch-cryptocurrency-futures,Report: Major European Derivatives Exchange to Launch Cryptocurrency Futures,22/2/19,Ana Alexandre,/authors/ana-alexandre,News,9564
/news/crypto-markets-show-slight-decline-as-do-dow-jones-industrial-and-sp-500,"Crypto Markets Show Slight Decline, as Do Dow Jones Industrial and S&P 500",22/2/19,Ana Alexandre,/authors/ana-alexandre,News,7816
/news/major-cryptocurrencies-see-green-while-us-crude-futures-hit-new-high-for-2019,Major Cryptocurrencies See Green While US Crude Futures Hit New High for 2019,21/2/19,Ana Alexandre,/authors/ana-alexandre,News,11186
/news/bitcoin-ethereum-ripple-eos-litecoin-bitcoin-cash-stellar-tron-binance-coin-cardano-price-analysis-feb-20,"Bitcoin, Ethereum, Ripple, EOS, Litecoin, Bitcoin Cash, Stellar, Tron, Binance Coin, Cardano: Price Analysis, Feb. 20",21/2/19,Rakesh Upadhyay,/authors/rakesh-upadhyay,Price Analysis,26449
/news/crypto-markets-trade-sideways-after-recent-gains-stock-market-sees-green,"Crypto Markets Trade Sideways After Recent Gains, Stock Market Sees Green",21/2/19,Helen Partz,/authors/helen-partz,News,4938
/news/ceo-of-japanese-finance-giant-sbi-vests-his-crypto-industry-hopes-in-ripple-and-r3,CEO of Japanese Finance Giant SBI Vests His Crypto Industry Hopes in Ripple and R3,20/2/19,Marie Huillet,/authors/marie-huillet,News,11574
/news/bitcoin-again-tests-4k-amidst-anticipation-of-us-and-china-trade-deal-finalization,Bitcoin Again Tests $4K Amidst Anticipation of US and China Trade Deal Finalization,19/2/19,Helen Partz,/authors/helen-partz,News,12424
/news/bitcoin-ethereum-ripple-eos-litecoin-bitcoin-cash-tron-stellar-binance-coin-bitcoin-sv-price-analysis-february-18,"Bitcoin, Ethereum, Ripple, EOS, Litecoin, Bitcoin Cash, TRON, Stellar, Binance Coin, Bitcoin SV: Price Analysis, February 18",19/2/19,Rakesh Upadhyay,/authors/rakesh-upadhyay,Price Analysis,56721
/news/major-omani-bank-joins-ripplenet-cross-border-payment-network,Major Omani Bank Joins RippleNet Cross-Border Payment Network,19/2/19,Ana Alexandre,/authors/ana-alexandre,News,7893
/news/crypto-markets-see-bullish-growth-asian-stock-markets-rally-ahead-of-us-china-trade-talk,"Crypto Markets See Bullish Growth, Asian Stock Markets Rally Ahead of US-China Trade Talk",18/2/19,Marie Huillet,/authors/marie-huillet,News,20384
/news/bitcoin-hovers-near-3-630-as-top-cryptos-see-minor-losses,"Bitcoin Hovers Near $3,630 as Top Cryptos See Minor Losses",18/2/19,Adrian Zmudzinski,/authors/adrian-zmudzinski,News,7462
/news/most-cryptos-see-gentle-green-amid-exceedingly-calm-market-picture,Most Cryptos See Gentle Green Amid Exceedingly Calm Market Picture,17/2/19,Marie Huillet,/authors/marie-huillet,News,14588
/news/ordinary-stablecoin-or-xrp-killer-what-we-know-about-jpmorgan-chases-new-cryptocurrency,Ordinary Stablecoin or XRP Killer? What We Know About JPMorgan Chase’s New Cryptocurrency,16/2/19,Stephen O'Neal,/authors/stephen-oneal,Follow up,18660
/news/bitcoin-ethereum-ripple-litecoin-eos-bitcoin-cash-tron-stellar-binance-coin-bitcoin-sv-price-analysis-february-15,"Bitcoin, Ethereum, Ripple, Litecoin, EOS, Bitcoin Cash, TRON, Stellar, Binance Coin, Bitcoin SV: Price Analysis, February 15",16/2/19,Rakesh Upadhyay,/authors/rakesh-upadhyay,Price Analysis,23971
/news/crypto-markets-continue-to-see-mixed-signals-dow-jones-up-over-360-points,"Crypto Markets Continue to See Mixed Signals, Dow Jones Up Over 360 Points",16/2/19,Helen Partz,/authors/helen-partz,News,8367
/news/ripple-ceo-brad-garlinghouse-says-jpmorgan-coin-misses-the-point-of-crypto,Ripple CEO Brad Garlinghouse Says JPMorgan Coin ‘Misses the Point’ of Crypto,15/2/19,Marie Huillet,/authors/marie-huillet,News,22925
/news/crypto-markets-trading-sideways-with-slight-losses-april-gold-closes-slightly-down,"Crypto Markets Trading Sideways With Slight Losses, April Gold Closes Slightly Down",15/2/19,Ana Alexandre,/authors/ana-alexandre,News,4335
/news/ripple-introduces-xrp-ledger-version-120-with-upgrade-deadline-of-feb-27,Ripple Introduces XRP Ledger Version 1.2.0 With Upgrade Deadline of Feb. 27,15/2/19,Helen Partz,/authors/helen-partz,News,8502
/news/ripples-fundraising-arm-xpring-invests-in-xrp-community-developers-lab,Ripple's Fundraising Arm Xpring Invests in XRP Community Developer’s Lab,15/2/19,Ana Berman,/authors/ana-berman,News,3869
/news/bitcoin-ethereum-ripple-eos-litecoin-bitcoin-cash-tron-stellar-binance-coin-bitcoin-sv-price-analysis-feb-13,"Bitcoin, Ethereum, Ripple, EOS, Litecoin, Bitcoin Cash, Tron, Stellar, Binance Coin, Bitcoin SV: Price Analysis, Feb. 13",14/2/19,Rakesh Upadhyay,/authors/rakesh-upadhyay,Price Analysis,16202
/news/eos-sees-second-day-of-growth-as-crypto-markets-stocks-see-scant-price-action,"EOS Sees Second Day of Growth as Crypto Markets, Stocks See Scant Price Action",13/2/19,Marie Huillet,/authors/marie-huillet,News,3228
/news/ripple-mastercard-and-barclays-invest-in-ripple-based-remittance-firm-sendfriend,"Ripple, Mastercard and Barclays Invest in Ripple-Based Remittance Firm SendFriend",12/2/19,Adrian Zmudzinski,/authors/adrian-zmudzinski,News,6423
/news/bitcoin-ethereum-ripple-litecoin-eos-bitcoin-cash-tron-stellar-binance-coin-bitcoin-sv-price-analysis-feb-11,"Bitcoin, Ethereum, Ripple, Litecoin, EOS, Bitcoin Cash, TRON, Stellar, Binance Coin, Bitcoin SV: Price Analysis, Feb. 11",12/2/19,Rakesh Upadhyay,/authors/rakesh-upadhyay,Price Analysis,20654
/news/uae-exchange-and-payment-platform-unimoni-join-ripples-payments-network,UAE Exchange and Payment Platform Unimoni Join Ripple’s Payments Network,12/2/19,Ana Berman,/authors/ana-berman,News,5277
/news/bitcoin-holds-near-3-650-while-the-stock-market-sees-minor-uptrend,"Bitcoin Holds Near $3,650 While the Stock Market Sees Minor Uptrend",12/2/19,Adrian Zmudzinski,/authors/adrian-zmudzinski,News,4072
/news/major-currencies-gradually-roll-back-after-short-recovery-bitcoin-stays-over-3-600,"Major Currencies Gradually Roll Back After Short Recovery, Bitcoin Stays Over $3,600",10/2/19,Ana Berman,/authors/ana-berman,News,10952
/news/cryptos-see-mild-movements-after-market-surge-bitcoin-holds-above-3-600,"Cryptos See Mild Movements After Market Surge, Bitcoin Holds Above $3,600",10/2/19,Ana Berman,/authors/ana-berman,News,10554
/news/forbes-fintech-50-list-reviewed-new-players-veterans-and-startups-which-didnt-make-the-cut,"Forbes ‘Fintech 50’ List, Reviewed: New Players, Veterans and Startups Which Didn’t Make the Cut",10/2/19,Stephen O'Neal,/authors/stephen-oneal,Follow up,11586
/news/bitcoin-breaks-3-600-price-point-some-top-cryptos-see-double-digit-gains,"Bitcoin Breaks $3,600 Price Point, Some Top Cryptos See Double-Digit Gains",9/2/19,Ana Alexandre,/authors/ana-alexandre,News,25792
/news/bitcoin-ripple-ethereum-litecoin-eos-bitcoin-cash-tron-stellar-binance-coin-bitcoin-sv-price-analysis-feb-8,"Bitcoin, Ripple, Ethereum, Litecoin, EOS, Bitcoin Cash, Tron, Stellar, Binance Coin, Bitcoin SV: Price Analysis, Feb. 8",9/2/19,Rakesh Upadhyay,/authors/rakesh-upadhyay,Price Analysis,16878
/news/bitcoin-breaks-the-3-450-mark-amid-minor-stock-market-sees-downturn,"Bitcoin Breaks the $3,450 Mark Amid Minor Stock Market Sees Downturn",9/2/19,Adrian Zmudzinski,/authors/adrian-zmudzinski,News,9184
/news/binance-wants-to-add-ripples-xrapid-as-a-partner-in-future-cz-reveals,"Binance Wants to Add Ripple’s xRapid as a Partner in Future, CZ Reveals",8/2/19,Helen Partz,/authors/helen-partz,News,8763
/news/bitcoin-stuck-around-3-400-as-the-stock-market-sees-a-minor-downturn,"Bitcoin Stuck Around $3,400 as the Stock Market Sees a Minor Downturn",8/2/19,Adrian Zmudzinski,/authors/adrian-zmudzinski,News,5561
/news/ripple-expands-blockchain-university-initiative-with-partners-in-us-china-singapore,"Ripple Expands Blockchain University Initiative With Partners in US, China & Singapore",8/2/19,Marie Huillet,/authors/marie-huillet,News,5485
/news/binance-ceo-cz-crypto-growth-needs-entrepreneurs-and-projects-not-etfs,"Binance CEO CZ: Crypto Growth Needs Entrepreneurs and Projects, Not ETFs",7/2/19,Adrian Zmudzinski,/authors/adrian-zmudzinski,News,5383
/news/bitcoin-ripple-ethereum-eos-bitcoin-cash-litecoin-tron-stellar-binance-coin-bitcoin-sv-price-analysis-feb-6,"Bitcoin, Ripple, Ethereum, EOS, Bitcoin Cash, Litecoin, Tron, Stellar, Binance Coin, Bitcoin SV: Price Analysis, Feb. 6",7/2/19,Rakesh Upadhyay,/authors/rakesh-upadhyay,Price Analysis,15047
/news/bitcoin-falls-under-3-400-as-top-cryptos-see-losses,"Bitcoin Falls Under $3,400 as Oil Futures See Mixed Movements",6/2/19,Adrian Zmudzinski,/authors/adrian-zmudzinski,News,7570
/news/crypto-markets-trade-sideways-gold-tries-to-find-direction-ahead-of-trump-address,"Crypto Markets Trade Sideways, Gold Tries to Find Direction Ahead of Trump Address",6/2/19,Ana Alexandre,/authors/ana-alexandre,News,3756
/news/forbes-2019-fintech-50-lists-about-half-as-many-blockchain-companies-as-2018-edition,Forbes ‘2019 Fintech 50’ Lists About Half as Many Blockchain Companies as 2018 Edition,5/2/19,Adrian Zmudzinski,/authors/adrian-zmudzinski,News,8229
/news/bitcoin-ripple-ethereum-eos-bitcoin-cash-litecoin-tron-stellar-bitcoin-sv-cardano-price-analysis-feb-4,"Bitcoin, Ripple, Ethereum, EOS, Bitcoin Cash, Litecoin, Tron, Stellar, Bitcoin SV, Cardano: Price Analysis, Feb. 4",5/2/19,Rakesh Upadhyay,/authors/rakesh-upadhyay,Price Analysis,15733
/news/stock-market-sees-significant-growth-while-bitcoin-keeps-stability-over-past-7-days,"Stock Market Sees Significant Growth, While Bitcoin Keeps Stability Over Past 7 Days",5/2/19,Helen Partz,/authors/helen-partz,News,4803
/news/bitcoin-hovers-over-the-3-450-mark-as-top-cryptos-see-slight-losses,"Bitcoin Hovers Over the $3,450 Mark as Top Cryptos See Slight Losses",4/2/19,Adrian Zmudzinski,/authors/adrian-zmudzinski,News,10769
/news/top-5-crypto-performers-overview-litecoin-binance-coin-ripple-bitcoin-tron,"Top 5 Crypto Performers Overview: Litecoin, Binance Coin, Ripple, Bitcoin, Tron",4/2/19,Rakesh Upadhyay,/authors/rakesh-upadhyay,Market Analysis,16751
/news/swift-announces-poc-gateway-with-r3-but-remains-overall-hesitant-about-blockchain,"SWIFT Announces PoC Gateway With R3, but Remains Overall Hesitant About Blockchain",4/2/19,Stephen O'Neal,/authors/stephen-oneal,Follow up,9584
/news/bitcoin-approaches-3-500-as-top-cryptos-see-mixed-signals,"Bitcoin Approaches $3,500 as Top Cryptos See Mixed Signals",3/2/19,Adrian Zmudzinski,/authors/adrian-zmudzinski,News,13113
/news/crypto-payment-processor-coingate-adds-support-for-ripples-xrp,Crypto Payment Processor CoinGate Adds Support for Ripple’s XRP,2/2/19,Adrian Zmudzinski,/authors/adrian-zmudzinski,News,12570
/news/markets-quiet-as-most-major-coins-report-small-gains-bitcoin-hangs-below-3-500,"Markets Quiet as Most Major Coins Report Small Gains, Bitcoin Hangs Below $3,500",2/2/19,Aaron Wood,/authors/aaron-wood,News,6509
/news/bitcoin-ripple-ethereum-eos-bitcoin-cash-litecoin-tron-stellar-bitcoin-sv-cardano-price-analysis-feb-1,"Bitcoin, Ripple, Ethereum, EOS, Bitcoin Cash, Litecoin, Tron, Stellar, Bitcoin SV, Cardano: Price Analysis, Feb. 1",2/2/19,Rakesh Upadhyay,/authors/rakesh-upadhyay,Price Analysis,17019
/news/sbi-reports-financial-results-recognizes-ripple-for-cross-border-payments,"SBI Reports Financial Results, Recognizes Ripple for Cross Border Payments",1/2/19,Helen Partz,/authors/helen-partz,News,10530
/news/bitcoin-hovers-under-3-450-as-all-top-cryptos-see-moderate-losses,"Bitcoin Hovers Under $3,450 as All Top Cryptos See Moderate Losses",1/2/19,Adrian Zmudzinski,/authors/adrian-zmudzinski,News,4281
/news/ripple-hires-ex-hsbc-cit-exec-as-general-counsel-after-five-month-hiatus,"Ripple Hires Ex-HSBC, CIT Exec as General Counsel After Five-Month Hiatus",31/1/19,William Suberg,/authors/william-suberg,News,7498
/news/bitcoin-ripple-ethereum-eos-bitcoin-cash-litecoin-tron-stellar-bitcoin-sv-cardano-price-analysis-jan-30,"Bitcoin, Ripple, Ethereum, EOS, Bitcoin Cash, Litecoin, Tron, Stellar, Bitcoin SV, Cardano: Price Analysis, Jan. 30",31/1/19,Rakesh Upadhyay,/authors/rakesh-upadhyay,Market Analysis,17894
/news/bitcoin-approaches-3-500-as-top-cryptos-see-growth,"Bitcoin Approaches $3,500 as Top Cryptos See Growth",30/1/19,Adrian Zmudzinski,/authors/adrian-zmudzinski,News,3959
/news/swift-ceo-reveals-plans-to-integrate-blockchain-consortium-r3s-corda-tech,SWIFT CEO Reveals Plans to Launch PoC Gateway With Blockchain Consortium R3 Tech,30/1/19,Marie Huillet,/authors/marie-huillet,News,11230
/news/bitcoin-stands-still-around-3-400-as-most-top-cryptos-report-moderate-gains,"Bitcoin Stands Still Around $3,400 as Most Top Cryptos Report Moderate Gains",30/1/19,Adrian Zmudzinski,/authors/adrian-zmudzinski,News,5252
/news/bitcoin-ripple-ethereum-eos-bitcoin-cash-litecoin-tron-stellar-bitcoin-sv-cardano-price-analysis-jan-28,"Bitcoin, Ripple, Ethereum, EOS, Bitcoin Cash, Litecoin, Tron, Stellar, Bitcoin SV, Cardano: Price Analysis, Jan. 28",29/1/19,Rakesh Upadhyay,/authors/rakesh-upadhyay,Price Analysis,22554
/news/blockchain-dlts-and-a-lot-of-crypto-bashing-main-takeaways-from-davos-wef,"Blockchain, DLTs, and a Lot of Crypto-Bashing: Main Takeaways From Davos WEF",28/1/19,Stephen O'Neal,/authors/stephen-oneal,Follow up,5715
/news/bitcoin-falls-under-3-600-again-as-most-top-cryptos-see-mild-losses,"Bitcoin Falls Under $3,600 Again as Most Top Cryptos See Mild Losses",27/1/19,Adrian Zmudzinski,/authors/adrian-zmudzinski,News,10212
/news/research-firm-messari-ceo-threatening-calls-after-critical-xrp-report-were-made-by-punk-kids,Research Firm Messari CEO: Threatening Calls After Critical XRP Report Were Made by ‘Punk Kids’,27/1/19,Andrew Marshall,/authors/andrew-marshall,News,15641
/news/bitcoin-stays-over-3-600-as-most-top-cryptos-see-slight-gains,"Bitcoin Stays Over $3,600 as Most Top Cryptos See Slight Gains",27/1/19,Adrian Zmudzinski,/authors/adrian-zmudzinski,News,20918
/news/chinese-blockchain-rankings-released-eos-still-first-ethereum-second-bitcoin-15th,"Chinese Blockchain Rankings Released: EOS Still First, Ethereum Second, Bitcoin 15th",26/1/19,Adrian Zmudzinski,/authors/adrian-zmudzinski,News,35653
/news/ripple-sold-535-million-worth-of-xrp-in-2018,Ripple Sold $535 Million Worth of XRP in 2018,26/1/19,Adrian Zmudzinski,/authors/adrian-zmudzinski,News,16854
/news/bitcoin-ripple-ethereum-bitcoin-cash-eos-stellar-litecoin-tron-bitcoin-sv-cardano-price-analysis-jan-25,"Bitcoin, Ripple, Ethereum, Bitcoin Cash, EOS, Stellar, Litecoin, Tron, Bitcoin SV, Cardano: Price Analysis, Jan. 25",26/1/19,Rakesh Upadhyay,/authors/rakesh-upadhyay,Price Analysis,21003
/news/bitcoin-hovers-under-3-600-as-top-cryptos-remain-mostly-stable,"Bitcoin Hovers Under $3,600 as Top Cryptos Remain Mostly Stable",26/1/19,Adrian Zmudzinski,/authors/adrian-zmudzinski,News,4230
/news/report-xrp-market-cap-could-be-overestimated-by-billions,Report: XRP Market Cap Could Be Overestimated By Billions,25/1/19,Aaron Wood,/authors/aaron-wood,News,22483
/news/cryptos-trade-sideways-with-mild-gains-and-losses-among-top-coins-bitcoin-above-3-600,"Cryptos Trade Sideways With Mild Gains and Losses Among Top Coins, Bitcoin Above $3,600",25/1/19,Aaron Wood,/authors/aaron-wood,News,6837
/news/bitcoin-ripple-ethereum-bitcoin-cash-eos-stellar-litecoin-tron-bitcoin-sv-cardano-price-analysis-jan-23,"Bitcoin, Ripple, Ethereum, Bitcoin Cash, EOS, Stellar, Litecoin, Tron, Bitcoin SV, Cardano: Price Analysis, Jan. 23",24/1/19,Rakesh Upadhyay,/authors/rakesh-upadhyay,Price Analysis,21375
/news/ripple-and-major-beijing-university-launch-blockchain-research-scholarship,Ripple and Major Beijing University Launch Blockchain Research Scholarship,24/1/19,Helen Partz,/authors/helen-partz,News,3803
/news/bitcoin-approaches-3-600-again-as-top-cryptocurrencies-see-gains,"Bitcoin Approaches $3,600 Again as Top Cryptocurrencies See Gains",23/1/19,Adrian Zmudzinski,/authors/adrian-zmudzinski,News,7233
